Price,Close,High,Low,Open,Volume
Ticker,8766.T,8766.T,8766.T,8766.T,8766.T
Date,,,,,
2010-02-19,484.690185546875,495.3993792317743,483.8968877317969,495.00273032423524,6406500
2010-02-22,499.16729736328125,505.51349680006274,489.6480163646967,491.82953036459736,9240300
2010-02-23,500.5556640625,501.5472682353718,495.7960221338132,499.9607088214142,6402000
2010-02-24,500.75384521484375,500.75384521484375,493.01942957472187,497.1841149194029,7015200
2010-02-25,499.36541748046875,506.3065693924294,498.7704626398196,504.12505620566196,7029000
2010-02-26,496.787353515625,501.7452990311527,494.60584005847306,500.75373171594686,6190500
2010-03-01,501.7453918457031,505.11681575529235,495.00258033969754,496.9857516501291,5074200
2010-03-02,497.58074951171875,502.9353451927211,493.61440654938986,500.5555248900534,5057700
2010-03-03,493.01947021484375,497.3824621645261,490.24300098513095,497.3824621645261,7261800
2010-03-04,490.2430114746094,494.80434609676746,488.0614972965028,493.8127421406866,5581500
2010-03-05,496.1925048828125,501.9437490581877,490.8379095063793,491.6311707910892,7845000
2010-03-08,503.3320007324219,505.1168659832461,498.57236006355737,502.5387393920033,8367600
2010-03-09,499.5639343261719,504.52188095760596,498.17568167135784,502.73701581270876,5154600
2010-03-10,499.7622985839844,502.5387679027327,498.1757394999598,499.7622985839843,5434500
2010-03-11,502.34033203125,505.11680083437693,497.18407951380675,500.7538095550391,4427100
2010-03-12,506.3067321777344,508.4882460658917,497.18410045910326,500.75383065072066,6456000
2010-03-15,502.73699951171875,508.28990101140187,499.96053060529056,506.10842344715485,5202900
2010-03-16,501.150390625,505.5134179442057,499.3655257161893,499.3655257161893,6702600
2010-03-17,507.2984313964844,509.4799093816823,503.7287005336002,507.2984313964844,10190100
2010-03-18,508.4881591796875,514.2393659635708,506.9016005945643,511.26459131219417,6199500
2010-03-19,508.4881591796875,510.8679789007887,505.3150420094411,510.6696363819189,5233200
2010-03-23,506.7035217285156,511.2648206983392,506.7035217285157,508.6866936148223,6290700
2010-03-24,508.6865234375,511.2646496585238,505.9100546749712,507.69491966948874,10767900
2010-03-25,503.7287292480469,509.4799384239697,500.3573044698567,506.10854995896176,12471000
2010-03-26,515.4292602539062,518.8006835280106,506.50493656936476,506.70327908224306,12619500
2010-03-29,521.6393432617188,522.6409671306309,512.0238714965258,514.0270825542364,5433600
2010-03-30,522.440673828125,527.849377249705,520.4374625653569,521.6393966590413,6564000
2010-03-31,527.4485473632812,531.655315019137,523.2417797074255,523.6423997926764,8150100
2010-04-01,524.6442260742188,530.8542065960052,521.0384238331588,527.8493713951219,8298000
2010-04-02,537.2645263671875,539.267737579584,528.4503310084326,528.4503310084326,10111800
2010-04-05,543.8751220703125,544.0754321721789,537.865452213182,540.0690100541678,6338700
2010-04-06,547.4808349609375,553.8911606595574,542.4727897877048,544.0753437022788,10004100
2010-04-07,562.3048706054688,567.1126071929608,553.6909847661326,553.6909847661326,23304600
2010-04-08,565.7103271484375,572.1206548354855,558.0981019926948,558.8993791985309,13239000
2010-04-09,560.3015747070312,565.7102779058911,546.8799901069364,562.9057895895227,16100400
2010-04-12,568.715087890625,572.5212366491525,560.9025169485412,560.9025169485412,6897900
2010-04-13,563.9073486328125,575.9266884735126,560.7022035686639,570.317675441224,8100900
2010-04-14,569.9170532226562,577.3290043620519,568.5148090493107,568.7151191654696,9537600
2010-04-15,574.9249877929688,581.7359334649608,573.5227073015975,578.7310990978898,8008800
2010-04-16,577.729736328125,582.9381304766171,575.1255575939407,577.3291160183265,8023500
2010-04-19,561.9041137695312,569.9169944308061,557.8976550988375,567.7134733400203,7011000
2010-04-20,562.90576171875,574.9251015655552,562.1044479422202,566.5115636727916,5795700
2010-04-21,573.9235229492188,582.136751385669,572.9218989896174,579.9331933465928,9482100
2010-04-22,565.7103271484375,569.7167865378574,561.3032474961591,567.5132283716586,6931800
2010-04-23,571.1188354492188,571.9201490610601,563.1059560915517,564.7085466351277,7303500
2010-04-26,574.524658203125,580.7346405385833,570.7185447304412,571.3195119461349,6288600
2010-04-27,566.9122314453125,573.9235258375733,564.3080531533836,571.9203145884062,9300900
2010-04-28,555.4938354492188,557.2967365055056,547.2806439795451,557.2967365055056,10504500
2010-04-30,563.306396484375,572.721558501059,559.9009412265161,561.7038422501291,10741800
2010-05-06,545.2774047851562,548.8832069549628,536.4632461568178,543.2741935841914,12249000
2010-05-07,531.8560180664062,531.8560180664062,524.8447212324178,529.8528061196081,12362100
2010-05-10,540.0690307617188,540.0690307617188,522.2403306085981,526.4470996698872,9308100
2010-05-11,523.0416259765625,546.2790300192692,521.4390716840423,545.678062989545,11667000
2010-05-12,521.8395385742188,527.2482402523857,518.6343942508959,525.4453396929968,5973900
2010-05-13,534.860595703125,536.0625296260533,524.2435004905536,529.2515829561634,7791600
2010-05-14,527.6490478515625,533.8590282153652,524.0432457022353,526.0464568918228,6257700
2010-05-17,519.435791015625,520.036758007421,509.8203191468892,519.8364479035271,11574900
2010-05-18,515.629638671875,519.6360971975056,513.2257708925189,517.8331963629885,7264200
2010-05-19,507.4164123535156,510.42124708257336,503.20964373283476,509.0190031023836,8239500
2010-05-20,519.435791015625,525.2451508296909,505.81389698832544,506.61517408401534,10728900
2010-05-21,507.8171691894531,514.4278068948779,497.60072909925105,510.62169438209713,10815900
2010-05-24,499.60394287109375,506.8155476760339,495.19686327255874,505.81396035098254,9353700
2010-05-25,492.19195556640625,501.60711712628984,486.7832527579842,492.79292254511984,8679900
2010-05-26,492.19195556640625,501.60711712628984,486.7832527579842,492.79292254511984,7861800
2010-05-27,494.59576416015625,495.5973878979167,482.57642602746716,483.1773929341016,7556400
2010-05-28,507.6168212890625,515.4293925414034,496.59906814645313,501.8074612080524,11434800
2010-05-31,510.6216125488281,516.4309354509871,499.6038603521019,500.80579428773655,7483800
2010-06-01,514.2276611328125,519.6363664387981,503.61056071287163,512.0241022999602,6560100
2010-06-02,506.0142822265625,516.4310327376949,503.00944682141665,506.0142822265625,6402300
2010-06-03,511.22265625,518.2339141401675,509.62006520190425,514.6281117920407,7433400
2010-06-04,518.0336303710938,521.6394329026791,511.4229923965206,513.8268607509109,8123400
2010-06-07,491.1903381347656,506.61516968358825,488.58616008630753,506.61516968358825,11128800
2010-06-08,485.1805725097656,490.58927432144384,481.374461239361,485.5812293151107,7579500
2010-06-09,484.5797424316406,486.1823334253024,478.16945181722764,482.5765311996512,7509000
2010-06-10,492.39227294921875,494.99648768224034,485.5813259830913,486.7832599582969,7990500
2010-06-11,490.1888427734375,503.20977213511867,489.9884959536376,499.40365940049014,15496200
2010-06-14,491.1903381347656,499.60387594683,486.9835692287335,495.59745382306573,6613200
2010-06-15,484.5797424316406,488.38589145657266,481.3745971244341,486.7833004629109,5982900
2010-06-16,499.0029602050781,500.2048943016621,488.9868671869567,490.38911140626544,6471900
2010-06-17,500.00457763671875,502.2081356783299,491.7913491908201,493.19363007189867,6603000
2010-06-18,491.5910339355469,501.006196363952,488.9868556809313,500.20488253167275,7658100
2010-06-21,493.1935119628906,500.2047679687728,491.190264521117,496.1983464454425,6541800
2010-06-22,484.1791687011719,486.5830370825097,481.17433322449955,483.17754464890754,11757300
2010-06-23,474.76397705078125,480.77364764636076,473.16138599858726,478.770436341207,10805400
2010-06-24,474.3634338378906,480.7737629033105,471.1582876452443,471.7592548488734,6159600
2010-06-25,469.9560852050781,474.16285323121053,466.35028403982176,470.55705206595417,6850200
2010-06-28,472.36004638671875,472.96101336685456,467.95296742576096,469.1549013860325,7759800
2010-06-29,473.3617248535156,484.1791317438447,472.1597907545901,478.77042829868014,9765300
2010-06-30,471.1581115722656,472.5603556300024,462.9448839652623,465.14844178180306,10469700
2010-07-01,470.3569030761719,477.1678509384272,469.3552790716771,470.9578701428449,11865300
2010-07-02,471.1581115722656,472.76070240976014,465.9497188604936,469.15490053548257,6412200
2010-07-05,474.76397705078125,475.7656010434173,467.7526824625657,470.1565507007975,4802400
2010-07-06,481.1741943359375,481.77516125780585,465.34870760666513,467.35195513296617,7237200
2010-07-07,480.9739074707031,483.37777545752897,476.96748527940304,481.5748744674096,7130700
2010-07-08,492.19195556640625,493.59419962336676,487.5845298362311,490.99002160897913,7055400
2010-07-09,492.19195556640625,493.59419962336676,489.788087651552,491.5909885876927,11056200
2010-07-12,485.78167724609375,488.5862023192404,484.98040008810204,487.7849251612487,7913700
2010-07-13,489.78814697265625,493.5942594054515,487.1839686428614,489.78814697265625,6659100
2010-07-14,495.99798583984375,500.004443931381,494.79605208039334,497.1999195992942,5346000
2010-07-15,483.1775207519531,495.7978291298026,481.57492968361515,494.59589499857884,7435200
2010-07-16,478.7704162597656,482.7768387020285,475.9658912060881,478.9707263778437,5836500
2010-07-21,468.9545593261719,480.17262196165956,464.74779042287827,477.16778703073555,17818200
2010-07-22,461.1419982910156,466.3503911751752,457.73654308378195,461.54265518367856,11924400
2010-07-23,466.14996337890625,468.9544508791472,463.5457492542613,466.1499633789063,10232100
2010-07-26,461.9433288574219,469.5555533337455,461.74298206375505,466.550718229903,6930900
2010-07-27,462.34393310546875,465.74942499883184,461.34234589221444,463.74621389220846,5610300
2010-07-28,481.5748291015625,482.7767629817495,467.55227939275096,467.55227939275096,10428000
2010-07-29,479.57171630859375,482.7768617514521,474.56366967660534,475.1646367396487,5934300
2010-07-30,473.96270751953125,481.77527941996243,469.7559380346837,479.9723782121706,9369600
2010-08-02,468.9545593261719,476.56682004455075,466.75103816357023,473.76229521565034,6472800
2010-08-03,482.1758117675781,484.5796796063531,478.77035678272176,478.9706668759156,8745000
2010-08-04,474.76397705078125,482.77685895151444,470.9578645669537,481.97558176547665,7301100
2010-08-05,477.96923828125,482.77697592257067,474.36343505025957,479.7721398967453,5800200
2010-08-06,477.1678161621094,478.16944009360503,473.3617039106115,474.5636379563599,5267700
2010-08-09,475.5650939941406,476.3664075902925,469.35511536454686,469.35511536454686,5307900
2010-08-10,475.16461181640625,475.96588896506273,470.7574957985038,475.76557884792777,5078700
2010-08-11,466.350341796875,472.96097808523274,463.7461639705891,469.95614340870645,6407400
2010-08-12,456.93524169921875,459.1387996484953,449.1226705010114,457.93686561800183,9966900
2010-08-13,460.74139404296875,462.5442951022498,455.93365788488603,458.33752596392736,8063700
2010-08-16,461.1419982910156,462.3439322888898,451.1259060954741,451.72687309441113,5498400
2010-08-17,459.53948974609375,460.9417339895863,452.1275382359172,452.3278850422149,5188200
2010-08-18,464.7478332519531,469.1549493435244,456.3342946700119,462.54431188628485,8569800
2010-08-19,469.9560852050781,471.7589857877063,465.54900711868913,466.1499739795652,5887200
2010-08-20,465.5492858886719,466.35056328960786,460.9418583030016,462.9450701454056,6061800
2010-08-23,465.5492858886719,467.75280791127784,462.54444978500175,465.5492858886719,6403500
2010-08-24,462.34393310546875,464.54749099883486,459.3390981054763,459.9400651054748,5420700
2010-08-25,454.5313720703125,458.33752094048947,450.72525988025114,456.53461990096844,9804300
2010-08-26,456.3343505859375,459.3391861619646,453.5298618350601,457.1356645262926,6589800
2010-08-27,456.134033203125,458.13724466198283,449.9240520045809,451.5266064996187,8439600
2010-08-30,466.14996337890625,475.9657429899604,460.7412617540204,461.1418818654231,8660400
2010-08-31,451.5265197753906,458.1371566680566,448.5216848241788,456.13394559395346,12424800
2010-09-01,456.3343505859375,458.7382190467592,447.11953371282846,450.1243692888555,7330200
2010-09-02,463.5458068847656,465.74936449186055,457.5361376655158,462.5442198016306,6676200
2010-09-03,466.14996337890625,469.3551076706554,463.14512914285854,464.9480296844872,4911300
2010-09-06,479.77191162109375,483.17740305673755,467.7525732365978,470.15644091349697,7902300
2010-09-07,478.36968994140625,483.77839246586944,471.55874343360097,475.765512063739,5434800
2010-09-08,467.1517639160156,469.15501210932206,460.1405052798098,467.3521107434196,9098400
2010-09-09,471.9593200683594,478.16933573617354,469.154832360419,473.5619106729741,5954400
2010-09-10,476.5668640136719,480.97394342559613,471.1581606389896,473.76233892601977,10604400
2010-09-13,481.37457275390625,485.38103169516734,477.7687707108058,479.1710148341954,8669700
2010-09-14,484.3795166015625,485.7817610399544,481.57499104465546,481.7753378787996,6467400
2010-09-16,476.5668640136719,490.9900730128246,474.76396288877777,489.3874820084352,9637200
2010-09-17,479.3712158203125,484.779917239881,478.16928217151946,480.773459517203,9184200
2010-09-21,484.1791687011719,489.3875257406568,483.17754464890754,487.98528141158323,7239900
2010-09-22,475.16461181640625,481.97555928027816,474.5636447848847,480.77362521723506,8030400
2010-09-24,459.1387939453125,465.54912092169036,457.9368599297489,465.1484640231307,14621100
2010-09-27,464.9482421875,465.54920930937953,458.1372570194506,461.74305975072775,7098000
2010-09-28,467.5807800292969,471.4283357013863,464.54322631988066,466.36575854553035,4694400
2010-09-29,467.9856262207031,469.8081579157377,464.13807166879764,465.75811220199574,7356300
